Age,Sodium,Protein,Fat,PA,Energy,BMI
98,-0.656116659426961,-21.5399120512557,-36.2166008343837,677.345843785807,96.2678632969501,-3.17475042511433
99,-0.80512492623459,-25.7511735794802,-44.0149209300573,343.528758152525,78.4732660342529,-4.86751679517749
100,-4.25527761573564,-128.556526003259,-181.499616247416,-585.703986193956,-422.519062462412,-26.49061058629
101,-4.33605147801384,-130.653223508493,-185.196337829129,-698.279941143504,-433.101719302081,-26.6396980054891
102,-4.42177579088809,-132.875521540364,-189.102677833977,-819.320906477529,-444.433619458894,-26.7966587657911
103,-4.51256203607327,-135.226244199814,-193.223120352695,-949.004405333624,-456.530994158094,-26.9617243154838
104,-4.60852169528427,-137.708215587783,-197.562149476016,-1087.50796084942,-469.410074624923,-27.135126102855
105,-4.70976625023596,-140.324259805212,-202.124249294678,-1235.00909616252,-483.087092084628,-27.3170955761925
106,-4.81640718264323,-143.077200953042,-206.913903899413,-1391.68533441057,-497.578277762453,-27.5078641837843
107,-4.92855597422097,-145.969863132214,-211.935597380957,-1557.71419873116,-512.89986288364,-27.7076633739182
108,-5.04632410668406,-149.005070443669,-217.193813830044,-1733.2732122619,-529.068078673436,-27.9167245948819
109,-5.16982306174739,-152.185646988347,-222.69303733741,-1918.53989814044,-546.099156357083,-28.1352792949634
